id,site_addr,addr_str,addr_num,addr_zip,latitude,longitude,fips
F_668660_3002772,60 WASHINGTON DR REAR,WASHINGTON DR REAR,60,01720,42.48774870642991,-71.45368168393132,250173631031023
F_676989_3006722,600 MAIN ST,MAIN ST,600,01720,42.49857081421646,-71.42278915102291,250173631031015
F_676289_3007512,592 MAIN ST REAR,MAIN ST REAR,592,01720,42.50074025110293,-71.42538224209822,250173631031015
F_676003_3007595,592 MAIN ST REAR,MAIN ST REAR,592,01720,42.50096868125588,-71.42644252308831,250173631031015
F_676321_2995765,70 HOSMER ST,HOSMER ST,70,01720,42.46850676347213,-71.42530172763053,250173631042049
M_162852_937453,RINDGE RD,RINDGE RD,nan,01430,42.68677576932768,-71.95328094619568,250277001005014
M_164065_935782,HARRIS RD,HARRIS RD,nan,01430,42.671790706474624,-71.93837536046995,250277001001040
M_164166_936292,HARRIS RD,HARRIS RD,nan,01430,42.67638634006732,-71.93717515858594,250277001001040
M_164417_935774,HARRIS RD,HARRIS RD,nan,01430,42.67173489686543,-71.93408084824507,250277001001055
M_164244_932967,COUGHLIN RD,COUGHLIN RD,nan,01430,42.64645850621964,-71.93601621585805,250277001005055
M_162524_932705,WINCHENDON RD,WINCHENDON RD,nan,01430,42.644018938305095,-71.95697275058784,250277001005068
M_162664_931328,OLD COUNTY RD,OLD COUNTY RD,nan,01430,42.63162993844424,-71.95517605693361,250277001004004
M_162508_931271,OLD COUNTY RD,OLD COUNTY RD,nan,01430,42.63110931435275,-71.95707414667342,250277001005090
M_162646_931466,OLD COUNTY RD,OLD COUNTY RD,nan,01430,42.63287135017276,-71.95540447943114,250277001005068
M_163774_932089,SOUTHWESTERLY PRT,SOUTHWESTERLY PRT,nan,01430,42.63853299443184,-71.9416919518052,250277001005064
M_163476_931303,OLD TURNPIKE RD,OLD TURNPIKE RD,nan,01430,42.631443471654265,-71.94527527558094,250277001005064
M_163146_930798,OLD TURNPIKE RD,OLD TURNPIKE RD,nan,01430,42.6268818751666,-71.9492659052037,250277001004004
M_162441_930538,LAKE WAMPANOAG,LAKE WAMPANOAG,nan,01430,42.62450760208764,-71.95784297815327,250277001005090
M_162425_930785,LAKE WAMPANOAG,LAKE WAMPANOAG,nan,01430,42.62673032807509,-71.95805418288946,250277001005093
M_162294_930993,LAKE WAMPANOAG,LAKE WAMPANOAG,nan,01430,42.628596403215255,-71.959664758452,250277001005092
M_162784_930971,OLD TURNPKE RD,OLD TURNPKE RD,nan,01430,42.6284219756814,-71.95368997342932,250277001005092
M_164094_928334,OFF MURRAY RD,OFF MURRAY RD,nan,01430,42.60474517260052,-71.93755550333361,250277001004029
M_164224_927946,MURRAY ROAD,MURRAY ROAD,nan,01430,42.60125835227654,-71.93594716722764,250277001004029
M_165486_928526,WESTMINSTER ST,WESTMINSTER ST,nan,01430,42.60653661120483,-71.9206042159231,250277001004022
M_164968_928968,132 WILLIAMS RD,WILLIAMS RD,132,01430,42.61049236582337,-71.92694366976359,250277001004002
M_161627_932367,OLD TURNPIKE RD,OLD TURNPIKE RD,nan,01430,42.64093249408296,-71.96788771409902,250277001005082
M_161834_932290,OLD COUNTY RD,OLD COUNTY RD,nan,01430,42.64024953612683,-71.9653586601802,250277001005082
M_166076_935088,HASTINGS RD,HASTINGS RD,nan,01430,42.665633807227806,-71.9138022551933,250277001001055
M_166277_935545,EAST S LINCOLN POND,EAST S LINCOLN POND,nan,01430,42.66975644069506,-71.91137739631947,250277001001055
M_164726_936140,HARRIS RD,HARRIS RD,nan,01430,42.67504368763579,-71.93033391412465,250277001001055
M_165899_935518,OFF HARRIS RD,OFF HARRIS RD,nan,01430,42.6694968855912,-71.91598683304417,250277001001055
M_166170_936654,OFF STOWELL RD,OFF STOWELL RD,nan,01430,42.679734903508106,-71.91274810232207,250277001001055
M_165794_936662,STOWELL RD,STOWELL RD,nan,01430,42.67979044884182,-71.91733595272348,250277001001055
M_165201_936898,HARRIS RD,HARRIS RD,nan,01430,42.68188854854579,-71.92458516137603,250277001001055
M_165086_936300,HASTINGS RD,HASTINGS RD,nan,01430,42.67650025784685,-71.92595182583256,250277001001055
M_166702_939737,RINDGE STATE RD,RINDGE STATE RD,nan,01430,42.70751061773044,-71.90643668653603,250277001001000
M_167150_939722,OFF RINDGE STATE RD,OFF RINDGE STATE RD,nan,01430,42.70739467774593,-71.90096760149166,250277001001000
M_167379_937711,RINDGE STATE RD,RINDGE STATE RD,nan,01430,42.68930162154404,-71.89805791334902,250277001001022
M_167471_939055,OFF RINDGE STATE RD,OFF RINDGE STATE RD,nan,01430,42.70140397513311,-71.89701163340911,250277001001000
M_167927_938662,RINDGE STATE RD,RINDGE STATE RD,nan,01430,42.69788522198481,-71.89142428848895,250277001001000
M_166920_938404,OLD PIERCE RD,OLD PIERCE RD,nan,01430,42.69552049298917,-71.90369880287986,250277001001022
M_166817_937849,OLD PIERCE RD,OLD PIERCE RD,nan,01430,42.69052006625948,-71.9049236130532,250277001001022
M_166999_938829,RINDGE STATE RD,RINDGE STATE RD,nan,01430,42.699349639672256,-71.90275921427168,250277001001000
M_161800_932983,WINCHENDON RD,WINCHENDON RD,nan,01430,42.646486229239,-71.96581935994358,250277001005068
M_166871_937275,STOWELL RD,STOWELL RD,nan,01430,42.68535529647386,-71.90423148021598,250277001001022
M_168019_936710,ASHBY RD,ASHBY RD,nan,01430,42.68031735258083,-71.89019254361439,250277001001022
M_168211_936288,ASHBY RD,ASHBY RD,nan,01430,42.67652642963348,-71.88782661964424,250277001001029
M_167838_933628,KELTON RD,KELTON RD,nan,01430,42.6525658937429,-71.89222793787731,250277001002014
M_169535_936608,OLD ASHBY RD,OLD ASHBY RD,nan,01430,42.67946010690012,-71.87169100665722,250277001002007
M_169988_936775,OLD ASHBY RD,OLD ASHBY RD,nan,01430,42.68098106455494,-71.86617295418291,250277001002007
M_170020_936993,OLD ASHBY RD,OLD ASHBY RD,nan,01430,42.68294471681542,-71.8657939371726,250277001002008
M_166177_931769,79 MAIN ST,MAIN ST,79,01430,42.63576065259325,-71.91237455653685,250277001003014
M_162404_939142,EAST RINDGE RD,EAST RINDGE RD,nan,01430,42.70195829257927,-71.95885821831433,250277001005000
M_162921_940080,EAST RINDGE RD,EAST RINDGE RD,nan,01430,42.71042684022287,-71.95260911354373,250277001001006
M_162683_939717,EAST RINDGE RD,EAST RINDGE RD,nan,01430,42.70714778717351,-71.95549057125203,250277001001006
M_162851_939067,266 EAST RINDGE RD,EAST RINDGE RD,266,01430,42.70130467499671,-71.95339783244093,250277001001008
M_163317_939751,FERIN ROAD,FERIN ROAD,nan,01430,42.7074840663254,-71.94775430156443,250277001001008
M_163186_939252,RINDGE RD,RINDGE RD,nan,01430,42.70298596711096,-71.94932117894176,250277001001008
M_142115_931256,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.62972301020083,-72.20567934079676,250277032002029
M_141526_930454,TOWNSEND RD,TOWNSEND RD,nan,nan,42.62245944821375,-72.21277783910473,250277032002029
M_142448_930710,GULF RD,GULF RD,nan,nan,42.62483273378741,-72.20156515501665,250277032002011
M_142605_930616,GULF RD,GULF RD,nan,nan,42.62399816854442,-72.19964199505098,250277032002013
M_142502_930525,LOT 3 GULF RD,GULF RD,LOT 3,nan,42.62317138764278,-72.20088838816673,250277032002013
M_142310_930647,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,01331,42.62425538724461,-72.20324098231731,250277032002011
M_143809_932077,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.637237837319226,-72.18510898230691,250277032002005
M_143769_932629,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.64220394949428,-72.1856507614073,250277032002005
M_144297_932155,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.63797511211683,-72.17916686529435,250277032002005
M_144671_932781,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.64363697389622,-72.17466737755895,250277032002005
M_145118_931711,GULF RD,GULF RD,nan,nan,42.634036706981,-72.16911465185416,250277032002000
M_144067_931094,GULF RD,GULF RD,nan,nan,42.6284076370051,-72.18186764118106,250277032002005
M_143760_931544,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.63243631479577,-72.18565415119775,250277032002005
M_143686_931227,PAINE SWAMP RD,PAINE SWAMP RD,nan,nan,42.629577371611504,-72.1865251832576,250277032002005
M_143655_931015,GULF RD,GULF RD,nan,nan,42.62766673246601,-72.18688227628606,250277032002005
M_143387_931209,GULF RD,GULF RD,nan,nan,42.62939361680847,-72.19016836446329,250277032002012
M_142913_930615,GULF RD,GULF RD,nan,nan,42.62401184823773,-72.1958875590452,250277032002014
M_143425_930752,GULF RD,GULF RD,nan,nan,42.62528253733587,-72.18966008158706,250277032002015
M_145950_931399,GULF RD,GULF RD,nan,nan,42.63128643416369,-72.15894203038279,250277032002006
M_143082_932385,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.63995749101361,-72.1940030978074,250277032002011
M_144179_931272,GULF RD,GULF RD,nan,nan,42.63001801900864,-72.18051964262511,250277032002004
M_142870_929949,BEARSDEN RD,BEARSDEN RD,nan,nan,42.618013447719015,-72.19634542658949,250277032002014
M_143125_930354,BEARSDEN RD,BEARSDEN RD,nan,nan,42.62167790347913,-72.19327754514136,250277033001012
M_143924_930451,BEARSDEN RD,BEARSDEN RD,nan,nan,42.62260913553552,-72.18354803354445,250277033001012
M_144412_930342,BEARSDEN RD,BEARSDEN RD,nan,nan,42.62166298263233,-72.17758917035904,250277032002001
M_145947_930575,GULF RD,GULF RD,nan,nan,42.62386867873437,-72.15890100299168,250277032002006
M_145687_929729,BEARSDEN RD,BEARSDEN RD,nan,nan,42.61623495149615,-72.16199021573898,250277033001002
M_143029_929341,BEARSDEN RD,BEARSDEN RD,nan,nan,42.61255197295748,-72.19434716942335,250277032002014
M_145381_929194,BEARSDEN RD,BEARSDEN RD,nan,nan,42.61139749083973,-72.16566883558983,250277033001002
M_144864_930122,BEARSDEN RD,BEARSDEN RD,nan,nan,42.61971475998581,-72.17205862254053,250277033001002
M_142690_928875,BEARSDEN RD,BEARSDEN RD,nan,nan,42.6083321757382,-72.19843212132189,250277032002014
M_142880_929000,BEARSDEN RD,BEARSDEN RD,nan,nan,42.60947139493821,-72.19612914279219,250277032002014
M_142078_930267,TOWNSEND RD,TOWNSEND RD,nan,nan,42.62081743027165,-72.20603059115561,250277032002055
M_142587_930232,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.62054012600508,-72.19982299969055,250277032002014
M_141423_929735,TOWNSEND RD,TOWNSEND RD,nan,nan,42.615979360611966,-72.21395995557765,250277032002028
M_141457_928580,ROYALSTON RD,ROYALSTON RD,nan,nan,42.60558475431136,-72.21342782498827,250277032002013
M_141769_928837,ROYALSTON RD,ROYALSTON RD,nan,nan,42.60792166964958,-72.20965190367549,250277032002013
M_141528_927902,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.59948680904644,-72.2124936160395,250277032002014
M_142097_928790,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.60752307753583,-72.20565006443786,250277033001012
M_142154_928709,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.60679816705771,-72.20494729252313,250277033001017
M_141554_927478,CHESTNUT HILL AV,CHESTNUT HILL AV,nan,nan,42.59567195251272,-72.21213368111553,250277033001012
M_139302_928931,FIELD DR,FIELD DR,nan,nan,42.60857916171782,-72.23972529673527,250277032003045
M_139562_927834,PEQUOIG AV,PEQUOIG AV,nan,nan,42.59872435945555,-72.23644141443324,250277032003041
M_137812_925770,BROOKSIDE RD,BROOKSIDE RD,nan,nan,42.58000646501633,-72.25754082641424,250277032003022
M_137001_924762,881 PARTRIDGEVILLE RD,PARTRIDGEVILLE RD,881,nan,42.57086726554513,-72.26730900722916,250277031003040
M_139279_927403,MAIN ST,MAIN ST,nan,nan,42.59482249732687,-72.23984406555574,250277031001006
M_139156_926965,BICKFORD DR,BICKFORD DR,nan,nan,42.590870051373855,-72.24129628180819,250277032003017
M_139135_926988,BICKFORD DR,BICKFORD DR,nan,nan,42.59107545192722,-72.24155455975182,250277032003017
M_139222_926961,BICKFORD DR,BICKFORD DR,nan,nan,42.59083920454834,-72.24049178446325,250277032003014
M_138671_926146,S ATHOL RD,S ATHOL RD,nan,nan,42.58345939184643,-72.24711760627693,250277031001038
M_138706_926036,S ATHOL RD,S ATHOL RD,nan,nan,42.58247193956154,-72.24667952332682,250277031002032
M_140129_927140,573 SOUTH ST,SOUTH ST,573,nan,42.59252090151653,-72.22946049819303,250277031001024
M_140979_927607,CRESCENT ST,CRESCENT ST,nan,nan,42.59678977030096,-72.21915267433262,250277032002054
M_141328_927541,CRESCENT ST,CRESCENT ST,nan,nan,42.596222054516026,-72.21489367673618,250277032002014
M_141021_927092,LIBERTY ST,LIBERTY ST,nan,nan,42.592156970315806,-72.21858807718368,250277033001039
M_141037_927097,59 PARK ST,PARK ST,59,nan,42.592203193197165,-72.2183936587444,250277033001039
M_141372_927067,103 KENNEBUNK ST,KENNEBUNK ST,103,nan,42.59195846270698,-72.21430921472954,250277033001023
M_141800_926121,GIBSON DR,GIBSON DR,nan,nan,42.58347477388526,-72.20899900548746,250277033001015
M_141905_926103,GIBSON DR,GIBSON DR,nan,nan,42.58332058854603,-72.20771812297684,250277033001015
M_142125_926148,2289 MAIN ST,MAIN ST,2289,nan,42.58374207788333,-72.20504271815464,250277033001014
M_141894_926049,GIBSON DR,GIBSON DR,nan,nan,42.582833661258434,-72.20784666070624,250277033001015
M_141984_926034,GIBSON DR,GIBSON DR,nan,nan,42.58270535026298,-72.20674881786886,250277033001015
M_141825_927487,GREEN ST,GREEN ST,nan,nan,42.59577329053072,-72.20883275272344,250277033001017
M_142783_926682,PINE RIDGE RD,PINE RIDGE RD,nan,01331,42.588597806389785,-72.19708037652441,250277033001005
M_145982_927850,COBB RD,COBB RD,nan,nan,42.59934087677025,-72.15821804331159,250277033001057
M_144187_926742,TEMPLETON RD,TEMPLETON RD,nan,nan,42.58923994918933,-72.17998186663671,250277033001005
M_145268_926720,COBB RD,COBB RD,nan,nan,42.58911873290673,-72.16681025609023,250277033001058
M_145087_926440,COBB RD,COBB RD,nan,nan,42.58658542066624,-72.16898856816957,250277033001058
M_143784_926418,TEMPLETON RD,TEMPLETON RD,nan,01331,42.58629428736696,-72.18485979911938,250277033001005
M_142671_922885,2155 PETERSHAM RD,PETERSHAM RD,2155,nan,42.55440898809768,-72.19806624367646,250277033002033
M_139806_920507,RICEVILLE RD,RICEVILLE RD,nan,nan,42.53278579735738,-72.23270149776434,250277033002071
M_140116_920510,RICEVILLE RD,RICEVILLE RD,nan,nan,42.532836714293005,-72.22892857035055,250277033002071
M_140631_920286,NEW SHERBORN RD,NEW SHERBORN RD,nan,nan,42.530859699724445,-72.22263701559608,250277033002087
M_140880_920717,NEW SHERBORN RD,NEW SHERBORN RD,nan,nan,42.534758544369126,-72.21965060291994,250277033002069
M_142998_926454,TEMPLETON RD,TEMPLETON RD,nan,nan,42.58656114844249,-72.1944385116478,250277033001005
M_172944_885428,SOUTHBRIDGE ST,SOUTHBRIDGE ST,nan,01501,42.2188383574684,-71.8277006448718,250277363001008
M_171222_884851,200 OXFORD ST N,OXFORD ST N,200,01501,42.21358218725513,-71.84852862412363,250277362002000
M_171171_885007,OXFORD ST N,OXFORD ST N,nan,01501,42.214984772939765,-71.84915400887492,250277362002000
M_173346_884669,277 PAKACHOAG ST,PAKACHOAG ST,277,01501,42.212018896904986,-71.82279690192489,250277364002025
M_173301_884772,275 PAKACHOAG ST,PAKACHOAG ST,275,01501,42.21294466983387,-71.82334660404403,250277364002025
M_174553_884759,WASHINGTON ST,WASHINGTON ST,nan,01501,42.21286935906282,-71.80818343216518,250277364002006
M_172223_884489,WALSH AVE,WALSH AVE,nan,01501,42.21035929207662,-71.83638841135023,250277363001039
M_173253_884706,279  PAKACHOAG ST,PAKACHOAG ST,279,01501,42.21234883318871,-71.82392488199432,250277364002025
M_175307_884520,101 WASHINGTON ST,WASHINGTON ST,101,01501,42.21074180662525,-71.7990418199625,250277365005004
M_171353_883167,403 OXFORD ST N,OXFORD ST N,403,01501,42.19842596809932,-71.84685917276325,250277363002018
M_173387_883504,85 BANCROFT ST,BANCROFT ST,85,01501,42.20153180435723,-71.8222470676364,250277365002000
M_170142_882338,BRYN MAWR AVE,BRYN MAWR AVE,nan,01501,42.1909172104506,-71.86147930520593,250277361003016
M_170227_882345,BRYN MAWR AVE,BRYN MAWR AVE,nan,01501,42.1909834699802,-71.86045061334075,250277361003016
M_170265_882475,BRYN MAWR AVE,BRYN MAWR AVE,nan,01501,42.19215530509959,-71.85999720951402,250277361003006
M_171356_882631,OXFORD ST N,OXFORD ST N,nan,01501,42.193600469305,-71.84679646249387,250277363002020
M_171346_882595,OXFORD ST N,OXFORD ST N,nan,01501,42.19327599501023,-71.8469157596952,250277363002021
M_168874_881813,0 WEST ST,WEST ST,0,01501,42.18614122872195,-71.87680221927477,250277361003020
M_171382_882162,39 MEADOW ST,MEADOW ST,39,01501,42.18937900967863,-71.84645861676132,250277365003010
M_171215_882106,601 SOUTHBRIDGE ST,SOUTHBRIDGE ST,601,01501,42.18886871621653,-71.84847757971272,250277361001010
M_168461_881098,TINKER HILL RD,TINKER HILL RD,nan,01501,42.17968754497851,-71.88176306980786,250277361003020
M_169731_881454,766  SOUTHBRIDGE ST,SOUTHBRIDGE ST,766,01501,42.18294276323972,-71.86640908935273,250277361003020
M_171293_881334,POND AVE,POND AVE,nan,01501,42.18192125198458,-71.84749522959223,250277365003020
M_171274_881337,POND AVE,POND AVE,nan,01501,42.18194756393111,-71.84772536809857,250277365003020
M_171447_881243,I395 OFF,I395 OFF,nan,01501,42.18110761012688,-71.8456266326451,250277365003024
M_169165_880706,3 HILL ST,HILL ST,3,01501,42.17618641363156,-71.87322086682181,250277361002010
M_171525_880981,EDDY POND (PIECE OF),EDDY POND (PIECE OF),nan,01501,42.17875165874034,-71.84466965794348,250277365003026
M_171437_880625,OXFORD ST S,OXFORD ST S,nan,01501,42.175543373433946,-71.84571735838172,250277365003020
M_172049_880953,SOUTH ST,SOUTH ST,nan,01501,42.17851846169423,-71.83832573281364,250277365003028
M_171466_879748,CEDAR ST,CEDAR ST,nan,01501,42.16764876582441,-71.8453233809556,250277365005048
M_171077_879048,OXFORD ST S,OXFORD ST S,nan,01501,42.16133235702816,-71.84999631232873,250277365005048
M_156919_906921,COLDBROOK ROAD,COLDBROOK ROAD,nan,01005,42.41161489783916,-72.0233878778606,250277221003053
M_153326_907461,GILWEE ROAD,GILWEE ROAD,nan,01005,42.41626947392739,-72.06708134764635,250277221003015
M_154415_907610,GRANGER ROAD,GRANGER ROAD,nan,01005,42.41767526183954,-72.05386230990426,250277221003026
M_154521_907903,GRANGER ROAD,GRANGER ROAD,nan,01005,42.42031917488477,-72.05259749868505,250277221003016
M_153554_907355,GILBERT/GRANGER RD,GILBERT/GRANGER RD,nan,01005,42.41532882532879,-72.06430274627796,250277221003015
M_156106_907723,COLDBROOK ROAD,COLDBROOK ROAD,nan,01005,42.41878956099113,-72.0333256210802,250277221003043
M_153810_907849,CUT-OFF ROAD (OFF),CUT-OFF ROAD (OFF),nan,01005,42.41979124939409,-72.06123201633527,250277221003015
M_153760_908428,CUT-OFF ROAD,CUT-OFF ROAD,nan,01005,42.42500070823273,-72.06188586743781,250277221003015
M_153283_910141,SUNRISE AVNEUE (OFF),SUNRISE AVNEUE (OFF),nan,01005,42.44039343603328,-72.06782053604536,250277221001085
M_152592_911893,GILBERT ROAD,GILBERT ROAD,nan,01005,42.456123903005206,-72.07636291357319,250277221001013
M_153267_912628,WILLIAMSVILLE ROAD (OFF),WILLIAMSVILLE ROAD (OFF),nan,01005,42.46278141343753,-72.06821636989412,250277221001078
M_150745_914692,PHILLIPSTON ROAD (OFF),PHILLIPSTON ROAD (OFF),nan,01005,42.48120686797563,-72.09905608732763,250277221001000
M_150306_914310,OLD PETERSHAM ROAD,OLD PETERSHAM ROAD,nan,01005,42.47774011055319,-72.10436225830357,250277221001002
M_150863_914199,OLD PETERSHAM ROAD,OLD PETERSHAM ROAD,nan,01005,42.47677618452728,-72.09757897097404,250277221001000
M_151092_914263,PHILLIPSTON ROAD (OFF),PHILLIPSTON ROAD (OFF),nan,01005,42.47736674185235,-72.0947995085392,250277221001000
M_150120_913856,OLD PETERSHAM ROAD,OLD PETERSHAM ROAD,nan,01005,42.47364117814904,-72.10658498872249,250277221001003
M_150331_914027,OLD PETERSHAM ROAD,OLD PETERSHAM ROAD,nan,01005,42.47519405283321,-72.10403385382486,250277221001002
M_149645_913835,SKELLY ROAD,SKELLY ROAD,nan,01005,42.47342157487538,-72.11235937859082,250277221001003
M_148897_913401,HAWES HILL ROAD,HAWES HILL ROAD,nan,01005,42.46946587284255,-72.12141692120652,250277221001016
M_149351_913099,HAWES HILL ROAD,HAWES HILL ROAD,nan,01005,42.46677681805121,-72.11586991920709,250277221001004
M_152444_913257,WILLIAMSVILLE ROAD (OFF),WILLIAMSVILLE ROAD (OFF),nan,01005,42.468394098839376,-72.07827459261222,250277221001014
M_150468_913014,GILBERT ROAD (OFF),GILBERT ROAD (OFF),nan,01005,42.46608342602544,-72.10228084125788,250277221001004
M_149999_912917,BALDWIN ROAD (OFF),BALDWIN ROAD (OFF),nan,01005,42.465180246293706,-72.10797501437172,250277221001004
M_148999_912761,HAWES HILL ROAD,HAWES HILL ROAD,nan,01005,42.46371107471503,-72.12012005699526,250277221001004
M_150278_912456,FLAHERTY ROAD (OFF),FLAHERTY ROAD (OFF),nan,01005,42.46104802312738,-72.10454296735391,250277221001004
M_150515_910328,MURPHY ROAD (OFF),MURPHY ROAD (OFF),nan,01005,42.44190608056507,-72.10147906184415,250277221001009
M_150274_910039,NOURSE LANE (OFF),NOURSE LANE (OFF),nan,01005,42.43928905454356,-72.10438337511486,250277221001004
M_146362_908760,OLD DANA ROAD,OLD DANA ROAD,nan,01005,42.427515670228544,-72.15181031589397,250277221001031
M_145828_909395,DANA ROAD,DANA ROAD,nan,01005,42.4331952531872,-72.15835879983439,250277221001031
M_145193_908054,OLD DANA ROAD (OFF),OLD DANA ROAD (OFF),nan,01005,42.42107869687426,-72.16594848017091,250277221001050
M_143287_908490,DANA ROAD,DANA ROAD,nan,01005,42.42486742710667,-72.18914970189721,250277221001054
M_143141_908375,DANA ROAD,DANA ROAD,nan,01005,42.42382152347571,-72.19091242858106,250277221001054
M_144705_908167,OLD DANA ROAD (OFF),OLD DANA ROAD (OFF),nan,01005,42.42206151216464,-72.1718886380773,250277221001050
M_143442_908275,OLD DANA ROAD,OLD DANA ROAD,nan,01005,42.42294317924132,-72.18724524686766,250277221001071
M_143328_908235,OLD DANA ROAD,OLD DANA ROAD,nan,01005,42.422574807599226,-72.18862649490656,250277221001071
M_143294_908224,OLD DANA ROAD,OLD DANA ROAD,nan,01005,42.42247330977131,-72.18903853422705,250277221001071
M_143262_908207,OLD DANA ROAD,OLD DANA ROAD,nan,01005,42.42231794185346,-72.18942568191264,250277221001071
M_142801_908120,DANA ROAD,DANA ROAD,nan,01005,42.4215010559865,-72.19501845047894,250277221001074
M_143088_908115,DANA ROAD,DANA ROAD,nan,01005,42.42147704444327,-72.19153080723423,250277221001071
M_142848_908097,DANA ROAD,DANA ROAD,nan,01005,42.421297448108575,-72.19444510886528,250277221001074
M_142928_908082,DANA ROAD,DANA ROAD,nan,01005,42.42116827226341,-72.19347160231389,250277221001071
M_143056_908089,DANA ROAD,DANA ROAD,nan,01005,42.42124064688596,-72.191917055605,250277221001071
M_142975_908081,DANA ROAD,DANA ROAD,nan,01005,42.42116270853048,-72.19290044020089,250277221001071
M_143015_908082,DANA ROAD,DANA ROAD,nan,01005,42.42117463514524,-72.19241452744546,250277221001071
M_146101_907914,SHELDON ROAD,SHELDON ROAD,nan,01005,42.4198816546272,-72.15490293703968,250277221001031
M_150332_909035,RUGGLES LANE,RUGGLES LANE,nan,01005,42.4302543436183,-72.10359209926455,250277221002000
M_150201_909025,146 RUGGLES LANE,RUGGLES LANE,146,01005,42.43015596303924,-72.10518316574976,250277221002000
M_150195_908945,RUGGLES LANE,RUGGLES LANE,nan,01005,42.42943538707123,-72.10524917990551,250277221002000
M_143276_908608,DANA ROAD,DANA ROAD,nan,01005,42.42592890436344,-72.18929495014089,250277221001054
M_143510_908654,DANA ROAD,DANA ROAD,nan,01005,42.42636000127933,-72.1864560659868,250277221001054
M_142740_907579,DANA ROAD,DANA ROAD,nan,01005,42.416626302459846,-72.19570600581534,250277221001074
M_143229_908183,DANA ROAD,DANA ROAD,nan,01005,42.42209948331635,-72.18982429029778,250277221001071
M_142693_908163,DANA ROAD,DANA ROAD,nan,01005,42.4218802272893,-72.19633495313379,250277221001074
M_143377_907545,RACCOON HILL ROAD,RACCOON HILL ROAD,nan,01005,42.41636673547265,-72.18796349485447,250277221001071
M_143194_908166,DANA ROAD,DANA ROAD,nan,01005,42.42194389419149,-72.190247885074,250277221001071
M_142730_908142,DANA ROAD,DANA ROAD,nan,01005,42.42169389628928,-72.19588330589521,250277221001074
M_143158_908145,DANA ROAD,DANA ROAD,nan,01005,42.421752221173264,-72.19068323461192,250277221001071
